transaction_id,transaction_date,month_start,tx_year,tx_month,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,current_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,card_has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,credit_score_band,age_group,utilization_ratio
7475673,"2010-01-01 06:30:00",2010-01-01,2010,1,1477,4947,28.54,0,75781,Mechanicsburg,OH,43044,5411,,47,Male,0.00,0.00,0.00,696,3,Discover,Credit,0,1,12700.00,2001-10-01,2009,0,"Fair (650-699)",45-54,0.0022
7475674,"2010-01-01 06:30:00",2010-01-01,2010,1,1485,4736,76.07,0,69956,Longview,TX,75602,5310,,64,Male,0.00,0.00,0.00,618,4,Visa,Debit,0,1,12783.00,2009-09-01,2015,0,"Poor (600-649)",55-64,0.0060
7475676,"2010-01-01 06:31:00",2010-01-01,2010,1,46,2925,11.00,0,78499,"Howard Beach",NY,11414,5812,,62,Male,0.00,0.00,0.00,632,4,Mastercard,Debit,0,2,8037.00,2007-05-01,2010,0,"Poor (600-649)",55-64,0.0014
7475677,"2010-01-01 06:31:00",2010-01-01,2010,1,122,2034,23.84,0,13646,Orlando,FL,32810,7538,,65,Female,0.00,0.00,0.00,786,4,Mastercard,Debit,0,3,15774.00,2002-03-01,2007,0,"Excellent (750+)",65+,0.0015
7475679,"2010-01-01 06:32:00",2010-01-01,2010,1,748,1067,10.64,0,20519,Houston,TX,77064,5942,,55,Male,0.00,0.00,0.00,706,3,Visa,Credit,0,1,14400.00,2005-02-01,2012,0,"Good (700-749)",55-64,0.0007
7475680,"2010-01-01 06:32:00",2010-01-01,2010,1,1979,2812,12.35,0,50783,"Boca Raton",FL,33487,5411,,38,Female,0.00,0.00,0.00,738,4,Mastercard,Debit,0,1,30065.00,2001-05-01,2011,0,"Good (700-749)",35-44,0.0004
7475681,"2010-01-01 06:33:00",2010-01-01,2010,1,94,2890,67.00,0,59935,Claremont,NC,28610,5499,,59,Female,0.00,0.00,0.00,593,2,Visa,Debit,0,1,16962.00,2005-05-01,2010,0,"Very Poor (<600)",55-64,0.0040
7475682,"2010-01-01 06:33:00",2010-01-01,2010,1,278,3919,106.82,0,40538,Houston,TX,77056,5912,,59,Male,0.00,0.00,0.00,686,5,Visa,Credit,0,2,49300.00,2009-07-01,2010,0,"Fair (650-699)",55-64,0.0022
7475683,"2010-01-01 06:33:00",2010-01-01,2010,1,415,3225,3.50,0,55250,"Washington Court House",OH,43160,5411,,53,Male,0.00,0.00,0.00,763,4,Mastercard,Debit,0,1,17527.00,2001-06-01,2005,0,"Excellent (750+)",45-54,0.0002
7475684,"2010-01-01 06:33:00",2010-01-01,2010,1,565,5459,106.64,0,88647,Carrollton,TX,75006,4900,,54,Male,0.00,0.00,0.00,757,4,Mastercard,Debit,0,1,17689.00,2006-11-01,2006,0,"Excellent (750+)",45-54,0.0060
7475685,"2010-01-01 06:33:00",2010-01-01,2010,1,797,5428,-74.00,0,59935,Honolulu,HI,96825,5499,,61,Female,0.00,0.00,0.00,651,9,Mastercard,Debit,0,1,28912.00,2005-11-01,2012,0,"Fair (650-699)",55-64,-0.0026
7475687,"2010-01-01 06:35:00",2010-01-01,2010,1,1381,3738,8.96,0,61195,Mentor,OH,44060,5541,,79,Male,0.00,0.00,0.00,690,4,Mastercard,Debit,0,1,22964.00,2005-07-01,2011,0,"Fair (650-699)",65+,0.0004
7475688,"2010-01-01 06:35:00",2010-01-01,2010,1,1969,4981,100.00,0,27092,"Longboat Key",FL,34228,4829,,84,Male,0.00,0.00,0.00,733,5,Discover,Credit,0,1,12300.00,2003-10-01,2010,0,"Good (700-749)",65+,0.0081
7475689,"2010-01-01 06:36:00",2010-01-01,2010,1,1719,2058,1.79,0,51755,Miami,FL,33179,5411,,81,Female,0.00,0.00,0.00,616,3,Mastercard,Debit,0,2,24775.00,2004-03-01,2010,0,"Poor (600-649)",65+,0.0001
7475691,"2010-01-01 06:37:00",2010-01-01,2010,1,797,5428,46.32,0,59935,Honolulu,HI,96825,5499,,61,Female,0.00,0.00,0.00,651,9,Mastercard,Debit,0,1,28912.00,2005-11-01,2012,0,"Fair (650-699)",55-64,0.0016
7475692,"2010-01-01 06:37:00",2010-01-01,2010,1,1145,5444,2.63,0,75936,Appleton,WI,54913,5814,,43,Female,0.00,0.00,0.00,747,3,Visa,"Debit (Prepaid)",0,2,33.00,2005-11-01,2010,0,"Good (700-749)",35-44,0.0797
7475693,"2010-01-01 06:37:00",2010-01-01,2010,1,1430,2813,56.00,0,61195,Urbandale,IA,50322,5541,,69,Female,0.00,0.00,0.00,593,5,Mastercard,Debit,0,2,1936.00,2001-05-01,2010,0,"Very Poor (<600)",65+,0.0289
7475694,"2010-01-01 06:37:00",2010-01-01,2010,1,1956,2451,1.61,0,14528,Anaheim,CA,92804,5499,,43,Female,0.00,0.00,0.00,739,4,Visa,Debit,0,1,16385.00,2003-04-01,2011,0,"Good (700-749)",35-44,0.0001
7475696,"2010-01-01 06:38:00",2010-01-01,2010,1,898,4660,3.31,0,28620,Allentown,PA,18102,5812,,90,Female,0.00,0.00,0.00,566,3,Mastercard,Debit,0,2,7541.00,2008-09-01,2013,0,"Very Poor (<600)",65+,0.0004
7475697,"2010-01-01 06:38:00",2010-01-01,2010,1,1274,1075,7.08,0,59935,Pascoag,RI,2859,5499,,49,Female,0.00,0.00,0.00,705,6,Visa,Debit,0,2,17537.00,2005-02-01,2010,0,"Good (700-749)",45-54,0.0004
7475698,"2010-01-01 06:38:00",2010-01-01,2010,1,1492,5452,6.38,0,50783,Bothell,WA,98011,5411,,63,Female,0.00,0.00,0.00,786,8,Mastercard,Debit,0,1,31542.00,2006-11-01,2009,0,"Excellent (750+)",55-64,0.0002
7475700,"2010-01-01 06:39:00",2010-01-01,2010,1,137,5442,4.95,0,14532,"Johnson City",TN,37604,5411,,33,Female,0.00,0.00,0.00,644,3,Visa,Debit,0,2,13352.00,2005-11-01,2012,0,"Poor (600-649)",25-34,0.0004
7475701,"2010-01-01 06:39:00",2010-01-01,2010,1,797,5428,74.00,0,59935,Honolulu,HI,96825,5499,,61,Female,0.00,0.00,0.00,651,9,Mastercard,Debit,0,1,28912.00,2005-11-01,2012,0,"Fair (650-699)",55-64,0.0026
7475704,"2010-01-01 06:40:00",2010-01-01,2010,1,1144,2223,28.01,0,36934,Houston,TX,77086,7538,,57,Female,0.00,0.00,0.00,773,4,Mastercard,Credit,0,2,7300.00,2009-03-01,2010,0,"Excellent (750+)",55-64,0.0038
7475705,"2010-01-01 06:40:00",2010-01-01,2010,1,1326,5427,3.50,0,75781,Somerset,NJ,8873,5411,,52,Female,0.00,0.00,0.00,731,2,Mastercard,Debit,0,2,10442.00,2005-11-01,2005,0,"Good (700-749)",45-54,0.0003
7475706,"2010-01-01 06:40:00",2010-01-01,2010,1,1376,2182,3.97,0,50379,"Cedar Park",TX,78613,5411,,49,Female,0.00,0.00,0.00,543,4,Mastercard,Credit,0,2,13100.00,2008-03-01,2015,0,"Very Poor (<600)",45-54,0.0003
7475707,"2010-01-01 06:41:00",2010-01-01,2010,1,636,3420,34.68,0,13646,Chicago,IL,60624,7538,,47,Female,0.00,0.00,0.00,793,4,Mastercard,Debit,0,2,8882.00,2009-06-01,2015,0,"Excellent (750+)",45-54,0.0039
7475708,"2010-01-01 06:41:00",2010-01-01,2010,1,840,37,87.00,0,61195,"San Francisco",CA,94131,5541,,68,Female,0.00,0.00,0.00,694,6,Mastercard,Debit,0,2,5269.00,2003-01-01,2016,0,"Fair (650-699)",65+,0.0165
7475709,"2010-01-01 06:41:00",2010-01-01,2010,1,840,37,105.70,0,61195,"San Francisco",CA,94131,5541,,68,Female,0.00,0.00,0.00,694,6,Mastercard,Debit,0,2,5269.00,2003-01-01,2016,0,"Fair (650-699)",65+,0.0201
7475711,"2010-01-01 06:41:00",2010-01-01,2010,1,1678,4680,4.96,0,17493,Wethersfield,CT,6109,5812,,36,Male,0.00,0.00,0.00,685,3,Mastercard,Debit,0,1,30424.00,2008-09-01,2011,0,"Fair (650-699)",35-44,0.0002
7475714,"2010-01-01 06:42:00",2010-01-01,2010,1,1242,5102,12.05,0,59935,Chicago,IL,60620,5499,,52,Female,0.00,0.00,0.00,641,2,Visa,Credit,0,1,7400.00,2007-10-01,2019,0,"Poor (600-649)",45-54,0.0016
7475715,"2010-01-01 06:42:00",2010-01-01,2010,1,1439,235,1.26,0,14528,"New Market",TN,37820,5499,,28,Female,0.00,0.00,0.00,715,2,Mastercard,Debit,0,2,10707.00,2010-01-01,2010,0,"Good (700-749)",25-34,0.0001
7475717,"2010-01-01 06:42:00",2010-01-01,2010,1,1844,3702,6.96,0,25887,"Corpus Christi",TX,78410,5814,,79,Male,0.00,0.00,0.00,706,5,Visa,Debit,0,1,16516.00,2003-07-01,2011,0,"Good (700-749)",65+,0.0004
7475718,"2010-01-01 06:43:00",2010-01-01,2010,1,1356,4752,2.92,0,20519,Farmington,MN,55024,5942,,84,Male,0.00,0.00,0.00,733,5,Visa,Credit,0,2,8100.00,2009-09-01,2015,0,"Good (700-749)",65+,0.0004
7475719,"2010-01-01 06:43:00",2010-01-01,2010,1,1651,4181,3.78,0,23671,"San Antonio",TX,78255,5812,,33,Male,0.00,0.00,0.00,739,2,Mastercard,Debit,0,2,21177.00,2006-08-01,2007,0,"Good (700-749)",25-34,0.0002
7475721,"2010-01-01 06:44:00",2010-01-01,2010,1,161,5588,2.52,0,59935,Waco,TX,76707,5499,,31,Male,0.00,0.00,0.00,731,3,Visa,Debit,0,1,11168.00,2009-11-01,2009,0,"Good (700-749)",25-34,0.0002
7475722,"2010-01-01 06:44:00",2010-01-01,2010,1,1091,3334,6.46,0,26810,Baltimore,MD,21224,5541,,32,Female,0.00,0.00,0.00,656,4,Visa,Debit,0,1,21744.00,2006-06-01,2011,0,"Fair (650-699)",25-34,0.0003
7475723,"2010-01-01 06:44:00",2010-01-01,2010,1,1193,5962,12.13,0,78454,Poughkeepsie,NY,12603,5812,,90,Female,0.00,0.00,0.00,717,5,Mastercard,Debit,0,1,17718.00,2009-12-01,2010,0,"Good (700-749)",65+,0.0007
7475724,"2010-01-01 06:44:00",2010-01-01,2010,1,1516,1002,17.78,0,710,Milpitas,CA,95035,5912,,38,Male,0.00,0.00,0.00,755,2,Mastercard,Debit,0,1,47153.00,2002-02-01,2006,0,"Excellent (750+)",35-44,0.0004
7475725,"2010-01-01 06:44:00",2010-01-01,2010,1,1542,2906,26.13,0,78821,Cleveland,OH,44118,5912,,46,Female,0.00,0.00,0.00,731,2,Mastercard,"Debit (Prepaid)",0,2,65.00,2006-05-01,2009,0,"Good (700-749)",45-54,0.4020
7475726,"2010-01-01 06:45:00",2010-01-01,2010,1,4,3413,250.03,0,69965,"Las Vegas",NV,89109,7995,,54,Female,0.00,0.00,0.00,716,5,Amex,Credit,0,1,19300.00,2009-06-01,2018,0,"Good (700-749)",45-54,0.0130
7475727,"2010-01-01 06:45:00",2010-01-01,2010,1,636,3420,52.00,0,59935,Chicago,IL,60623,5499,,47,Female,0.00,0.00,0.00,793,4,Mastercard,Debit,0,2,8882.00,2009-06-01,2015,0,"Excellent (750+)",45-54,0.0059
7475728,"2010-01-01 06:45:00",2010-01-01,2010,1,1314,2911,3.02,0,61195,"New Braunfels",TX,78130,5541,,43,Male,0.00,0.00,0.00,723,5,Visa,Credit,0,2,10100.00,2006-05-01,2010,0,"Good (700-749)",35-44,0.0003
7475729,"2010-01-01 06:45:00",2010-01-01,2010,1,1783,10,1.68,0,50783,Oakland,CA,94606,5411,,52,Male,0.00,0.00,0.00,749,5,Mastercard,Debit,0,1,16597.00,1999-01-01,2009,0,"Good (700-749)",45-54,0.0001
7475731,"2010-01-01 06:47:00",2010-01-01,2010,1,2,3298,0.72,0,60569,Bronx,NY,10462,5300,,48,Male,0.00,0.00,0.00,673,5,Mastercard,Credit,0,1,7400.00,2005-06-01,2011,0,"Fair (650-699)",45-54,0.0001
7475732,"2010-01-01 06:47:00",2010-01-01,2010,1,366,2934,2.03,0,43293,Oshkosh,WI,54902,5499,,50,Female,0.00,0.00,0.00,625,7,Mastercard,Debit,0,2,19019.00,2007-05-01,2011,0,"Poor (600-649)",45-54,0.0001
7475733,"2010-01-01 06:47:00",2010-01-01,2010,1,408,4960,19.72,0,59935,Barron,WI,54812,5499,,58,Female,0.00,0.00,0.00,741,3,Visa,Credit,0,2,6900.00,2001-10-01,2011,0,"Good (700-749)",55-64,0.0029
7475735,"2010-01-01 06:48:00",2010-01-01,2010,1,503,1088,2.43,0,61195,Chicago,IL,60629,5541,,47,Female,0.00,0.00,0.00,694,2,Mastercard,"Debit (Prepaid)",0,1,39.00,2006-02-01,2006,0,"Fair (650-699)",45-54,0.0623
7475736,"2010-01-01 06:48:00",2010-01-01,2010,1,1430,2813,58.60,0,61195,Urbandale,IA,50322,5541,,69,Female,0.00,0.00,0.00,593,5,Mastercard,Debit,0,2,1936.00,2001-05-01,2010,0,"Very Poor (<600)",65+,0.0303
7475738,"2010-01-01 06:49:00",2010-01-01,2010,1,366,2934,25.80,0,99381,Oshkosh,WI,54901,4121,,50,Female,0.00,0.00,0.00,625,7,Mastercard,Debit,0,2,19019.00,2007-05-01,2011,0,"Poor (600-649)",45-54,0.0014
7475739,"2010-01-01 06:49:00",2010-01-01,2010,1,847,5107,100.00,0,27092,Billings,OK,74630,4829,,81,Female,0.00,0.00,0.00,591,6,Mastercard,"Debit (Prepaid)",0,2,112.00,2008-10-01,2012,0,"Very Poor (<600)",65+,0.8929
7475740,"2010-01-01 06:49:00",2010-01-01,2010,1,1288,2428,42.68,0,19964,Killeen,TX,76542,5311,,41,Female,0.00,0.00,0.00,634,2,Mastercard,Debit,0,1,10051.00,2002-04-01,2011,0,"Poor (600-649)",35-44,0.0042
7475741,"2010-01-01 06:50:00",2010-01-01,2010,1,94,2890,-67.00,0,59935,Claremont,NC,28610,5499,,59,Female,0.00,0.00,0.00,593,2,Visa,Debit,0,1,16962.00,2005-05-01,2010,0,"Very Poor (<600)",55-64,-0.0040
7475742,"2010-01-01 06:50:00",2010-01-01,2010,1,1430,2813,-56.00,0,61195,Urbandale,IA,50322,5541,,69,Female,0.00,0.00,0.00,593,5,Mastercard,Debit,0,2,1936.00,2001-05-01,2010,0,"Very Poor (<600)",65+,-0.0289
7475743,"2010-01-01 06:50:00",2010-01-01,2010,1,1531,2573,14.10,0,53326,Summerville,GA,30747,5921,,34,Male,0.00,0.00,0.00,792,1,Mastercard,Credit,0,2,7500.00,2008-04-01,2008,0,"Excellent (750+)",25-34,0.0019
7475745,"2010-01-01 06:51:00",2010-01-01,2010,1,303,984,92.22,0,35166,Windsor,CO,80550,5411,,94,Male,0.00,0.00,0.00,690,6,Visa,Credit,0,1,14800.00,2000-02-01,2012,0,"Fair (650-699)",65+,0.0062
7475747,"2010-01-01 06:51:00",2010-01-01,2010,1,547,5526,1.38,0,72351,Delavan,WI,53115,5541,,70,Male,0.00,0.00,0.00,778,4,Mastercard,Debit,0,1,20998.00,2008-11-01,2008,0,"Excellent (750+)",65+,0.0001
7475749,"2010-01-01 06:51:00",2010-01-01,2010,1,1133,2586,1153.61,0,29742,Coraopolis,PA,15108,3256,,30,Female,0.00,0.00,0.00,684,4,Visa,Debit,0,2,21442.00,2008-04-01,2015,0,"Fair (650-699)",25-34,0.0538
7475750,"2010-01-01 06:51:00",2010-01-01,2010,1,1456,5935,120.00,0,27092,Lucedale,MS,39452,4829,,48,Male,0.00,0.00,0.00,681,3,Mastercard,Debit,0,2,11310.00,2008-12-01,2012,0,"Fair (650-699)",45-54,0.0106
7475751,"2010-01-01 06:52:00",2010-01-01,2010,1,1098,4626,46.25,0,40616,"Battle Creek",IA,51006,7349,,50,Male,0.00,0.00,0.00,752,4,Visa,Debit,0,1,12640.00,2006-09-01,2009,0,"Excellent (750+)",45-54,0.0037
7475752,"2010-01-01 06:52:00",2010-01-01,2010,1,1718,2029,10.60,0,20519,"Spring Valley",CA,91977,5942,,81,Female,0.00,0.00,0.00,698,5,Mastercard,Debit,0,2,27480.00,2002-03-01,2008,0,"Fair (650-699)",65+,0.0004
7475753,"2010-01-01 06:52:00",2010-01-01,2010,1,1811,3238,0.88,0,59251,"Los Altos",CA,94024,5411,,83,Male,0.00,0.00,0.00,764,8,Mastercard,Debit,0,1,70187.00,2002-06-01,2011,0,"Excellent (750+)",65+,0.0000
7475754,"2010-01-01 06:53:00",2010-01-01,2010,1,17,4962,89.46,0,50783,"Banner Elk",NC,28604,5411,,76,Male,0.00,0.00,0.00,759,2,Amex,Credit,0,1,2800.00,2002-10-01,2011,0,"Excellent (750+)",65+,0.0320
7475755,"2010-01-01 06:53:00",2010-01-01,2010,1,1696,2408,3.41,0,75781,"Merritt Island",FL,32953,5411,,63,Female,0.00,0.00,0.00,606,1,Mastercard,Debit,0,2,12047.00,2000-04-01,2008,0,"Poor (600-649)",55-64,0.0003
7475756,"2010-01-01 06:54:00",2010-01-01,2010,1,839,4725,68.98,0,71750,Bethlehem,CT,6751,5655,,45,Female,0.00,0.00,0.00,622,3,Mastercard,Debit,0,2,37192.00,2009-09-01,2010,0,"Poor (600-649)",45-54,0.0019
7475758,"2010-01-01 06:55:00",2010-01-01,2010,1,428,3842,78.66,0,90865,Lebanon,NH,3766,5311,,39,Male,0.00,0.00,0.00,689,2,Mastercard,Credit,0,1,14300.00,2008-07-01,2008,0,"Fair (650-699)",35-44,0.0055
7475759,"2010-01-01 06:55:00",2010-01-01,2010,1,822,2558,10.64,0,34488,Arcadia,CA,91007,7802,,51,Female,0.00,0.00,0.00,793,5,Mastercard,Debit,0,2,15125.00,2008-04-01,2012,0,"Excellent (750+)",45-54,0.0007
7475760,"2010-01-01 06:55:00",2010-01-01,2010,1,840,37,-87.00,0,61195,"San Francisco",CA,94131,5541,,68,Female,0.00,0.00,0.00,694,6,Mastercard,Debit,0,2,5269.00,2003-01-01,2016,0,"Fair (650-699)",65+,-0.0165
7475761,"2010-01-01 06:55:00",2010-01-01,2010,1,1177,4164,4.00,0,78454,Newark,DE,19711,5812,,36,Female,0.00,0.00,0.00,695,4,Mastercard,Credit,0,1,26400.00,2005-08-01,2008,0,"Fair (650-699)",35-44,0.0002
7475762,"2010-01-01 06:55:00",2010-01-01,2010,1,1268,4965,34.25,0,27601,Yoakum,TX,77995,7538,,47,Male,0.00,0.00,0.00,513,4,Mastercard,Debit,0,1,11726.00,2002-10-01,2011,0,"Very Poor (<600)",45-54,0.0029
7475765,"2010-01-01 06:56:00",2010-01-01,2010,1,277,5362,60.00,0,27092,Grenada,MS,38901,4829,,46,Male,0.00,0.00,0.00,799,5,Discover,Credit,0,1,8600.00,2000-11-01,2014,0,"Excellent (750+)",45-54,0.0070
7475766,"2010-01-01 06:57:00",2010-01-01,2010,1,94,2890,40.72,0,59935,Claremont,NC,28610,5499,,59,Female,0.00,0.00,0.00,593,2,Visa,Debit,0,1,16962.00,2005-05-01,2010,0,"Very Poor (<600)",55-64,0.0024
7475767,"2010-01-01 06:57:00",2010-01-01,2010,1,364,4623,57.39,0,75781,Andersonville,TN,37705,5411,,65,Female,0.00,0.00,0.00,775,4,Visa,Credit,0,2,11700.00,2006-09-01,2010,0,"Excellent (750+)",65+,0.0049
7475768,"2010-01-01 06:57:00",2010-01-01,2010,1,1382,1110,3.43,0,69972,Dallas,TX,75253,5814,,58,Male,0.00,0.00,0.00,706,4,Mastercard,"Debit (Prepaid)",0,1,54.00,2007-02-01,2008,0,"Good (700-749)",55-64,0.0635
7475770,"2010-01-01 06:58:00",2010-01-01,2010,1,636,3420,8.28,0,59935,Chicago,IL,60623,5499,,47,Female,0.00,0.00,0.00,793,4,Mastercard,Debit,0,2,8882.00,2009-06-01,2015,0,"Excellent (750+)",45-54,0.0009
7475771,"2010-01-01 06:58:00",2010-01-01,2010,1,1189,164,60.00,0,27092,Albany,NY,12209,4829,,63,Female,0.00,0.00,0.00,693,4,Mastercard,Credit,0,1,8100.00,2008-01-01,2015,0,"Fair (650-699)",55-64,0.0074
7475773,"2010-01-01 06:59:00",2010-01-01,2010,1,757,5458,100.00,0,27092,Brooklyn,NY,11236,4829,,62,Female,0.00,0.00,0.00,691,4,Mastercard,Debit,0,1,22100.00,2006-11-01,2009,0,"Fair (650-699)",55-64,0.0045
7475774,"2010-01-01 06:59:00",2010-01-01,2010,1,938,231,2.36,0,50783,Lawrence,KS,66046,5411,,28,Female,0.00,0.00,0.00,720,3,Mastercard,Credit,0,1,12500.00,2010-01-01,2012,0,"Good (700-749)",25-34,0.0002
7475775,"2010-01-01 06:59:00",2010-01-01,2010,1,1147,2042,6.71,0,25408,Houston,TX,77052,5812,,80,Male,0.00,0.00,0.00,704,2,Mastercard,Debit,0,2,18050.00,2003-03-01,2010,0,"Good (700-749)",65+,0.0004
7475776,"2010-01-01 06:59:00",2010-01-01,2010,1,1176,5003,6.90,0,46284,"Oakland City",IN,47660,5411,,39,Male,0.00,0.00,0.00,527,3,Mastercard,Debit,0,2,47833.00,2004-10-01,2010,0,"Very Poor (<600)",35-44,0.0001
7475779,"2010-01-01 07:00:00",2010-01-01,2010,1,605,212,86.73,0,47370,Brooklyn,NY,11210,5912,,42,Male,0.00,0.00,0.00,725,3,Visa,Credit,0,1,13500.00,2009-01-01,2009,0,"Good (700-749)",35-44,0.0064
7475780,"2010-01-01 07:00:00",2010-01-01,2010,1,837,160,8.45,0,22204,Quincy,MA,2169,5541,,30,Male,0.00,0.00,0.00,679,1,Mastercard,Credit,0,2,6700.00,2008-01-01,2009,0,"Fair (650-699)",25-34,0.0013
7475781,"2010-01-01 07:00:00",2010-01-01,2010,1,980,5052,1.72,0,63765,"Gwynn Oak",MD,21207,5812,,84,Male,0.00,0.00,0.00,733,7,Mastercard,Debit,0,1,14185.00,2006-10-01,2006,0,"Good (700-749)",65+,0.0001
7475782,"2010-01-01 07:01:00",2010-01-01,2010,1,165,2559,56.40,0,9041,Oakland,CA,94611,5912,,34,Male,0.00,0.00,0.00,694,3,Mastercard,Debit,0,2,24980.00,2008-04-01,2014,0,"Fair (650-699)",25-34,0.0023
7475784,"2010-01-01 07:01:00",2010-01-01,2010,1,1640,4967,39.12,0,20519,"Spring Arbor",MI,49283,5942,,67,Female,0.00,0.00,0.00,729,3,Mastercard,Debit,0,1,14231.00,2002-10-01,2010,0,"Good (700-749)",65+,0.0027
7475786,"2010-01-01 07:02:00",2010-01-01,2010,1,190,4621,2.16,0,75781,Waukegan,IL,60085,5411,,40,Male,0.00,0.00,0.00,711,5,Visa,"Debit (Prepaid)",0,1,41.00,2006-09-01,2017,0,"Good (700-749)",35-44,0.0527
7475787,"2010-01-01 07:02:00",2010-01-01,2010,1,321,35,6.10,0,20763,Merrill,WI,54452,5921,,52,Male,0.00,0.00,0.00,698,4,Discover,Credit,0,2,11100.00,2003-01-01,2004,0,"Fair (650-699)",45-54,0.0006
7475789,"2010-01-01 07:02:00",2010-01-01,2010,1,437,3271,90.00,0,61195,Arnold,MD,21012,5541,,46,Female,0.00,0.00,0.00,718,3,Mastercard,Debit,0,2,27687.00,2004-06-01,2007,0,"Good (700-749)",45-54,0.0033
7475790,"2010-01-01 07:02:00",2010-01-01,2010,1,1214,5508,2.03,0,30928,Franklin,MA,2038,5541,,40,Male,0.00,0.00,0.00,711,2,Visa,Debit,0,1,21073.00,2007-11-01,2011,0,"Good (700-749)",35-44,0.0001
7475791,"2010-01-01 07:02:00",2010-01-01,2010,1,1305,2026,94.00,0,22204,Millington,TN,38053,5541,,46,Female,0.00,0.00,0.00,784,3,Mastercard,Debit,0,1,18118.00,2001-03-01,2007,0,"Excellent (750+)",45-54,0.0052
7475792,"2010-01-01 07:02:00",2010-01-01,2010,1,1424,4710,-72.00,0,59935,Kingman,AZ,86401,5499,"Insufficient Balance",101,Female,0.00,0.00,0.00,761,4,Mastercard,Credit,0,2,8000.00,2009-09-01,2011,0,"Excellent (750+)",65+,-0.0090
7475793,"2010-01-01 07:02:00",2010-01-01,2010,1,1786,5463,5.37,0,75781,Massillon,OH,44646,5411,,48,Female,0.00,0.00,0.00,755,5,Mastercard,Credit,0,1,18400.00,2006-11-01,2014,0,"Excellent (750+)",45-54,0.0003
7475794,"2010-01-01 07:02:00",2010-01-01,2010,1,1963,4565,4.60,0,78854,Vacaville,CA,95687,5411,,98,Male,0.00,0.00,0.00,821,7,Visa,Credit,0,1,20700.00,2004-09-01,2012,0,"Excellent (750+)",65+,0.0002
7475795,"2010-01-01 07:03:00",2010-01-01,2010,1,249,4292,34.80,0,48919,Rialto,CA,92377,5311,,42,Female,0.00,0.00,0.00,618,7,Mastercard,Credit,0,2,1500.00,2009-08-01,2009,0,"Poor (600-649)",35-44,0.0232
7475798,"2010-01-01 07:03:00",2010-01-01,2010,1,1097,4690,3.82,0,22204,Ludington,MI,49431,5541,,39,Male,0.00,0.00,0.00,732,3,Visa,Debit,0,1,17319.00,2008-09-01,2010,0,"Good (700-749)",35-44,0.0002
7475799,"2010-01-01 07:03:00",2010-01-01,2010,1,1858,2146,156.00,0,5970,Pacoima,CA,91331,8099,,73,Male,0.00,0.00,0.00,705,1,Mastercard,Credit,0,2,8200.00,2007-03-01,2010,0,"Good (700-749)",65+,0.0190
7475802,"2010-01-01 07:04:00",2010-01-01,2010,1,1073,2547,80.00,0,27092,Shipshewana,IN,46565,4829,,43,Female,0.00,0.00,0.00,770,2,Visa,Debit,0,1,25977.00,2007-04-01,2009,0,"Excellent (750+)",35-44,0.0031
7475803,"2010-01-01 07:05:00",2010-01-01,2010,1,795,5162,2.61,0,20884,Dallas,TX,75208,5812,,40,Female,0.00,0.00,0.00,759,2,Mastercard,Debit,0,1,27795.00,2009-10-01,2014,0,"Excellent (750+)",35-44,0.0001
7475806,"2010-01-01 07:05:00",2010-01-01,2010,1,1840,4568,2.02,0,35451,Beaverton,OR,97005,5812,,46,Female,0.00,0.00,0.00,706,5,Visa,"Debit (Prepaid)",0,2,4.00,2004-09-01,2008,0,"Good (700-749)",45-54,0.5050
7475808,"2010-01-01 07:06:00",2010-01-01,2010,1,478,1099,25.44,0,9556,Suwanee,GA,30024,7538,,54,Male,0.00,0.00,0.00,803,3,Visa,Credit,0,1,15600.00,2006-02-01,2011,0,"Excellent (750+)",45-54,0.0016
7475809,"2010-01-01 07:06:00",2010-01-01,2010,1,860,5782,36.37,0,36385,"Silver Spring",MD,20901,5813,,55,Male,0.00,0.00,0.00,692,4,Mastercard,Debit,0,2,39870.00,2002-12-01,2003,0,"Fair (650-699)",55-64,0.0009
7475811,"2010-01-01 07:07:00",2010-01-01,2010,1,323,2135,6.74,0,7237,Newcastle,CA,95658,5812,,54,Male,0.00,0.00,0.00,683,5,Visa,Debit,0,1,7003.00,2006-03-01,2012,0,"Fair (650-699)",45-54,0.0010
7475812,"2010-01-01 07:07:00",2010-01-01,2010,1,615,1128,2.10,0,26603,Alvin,TX,77511,5411,,35,Female,0.00,0.00,0.00,713,2,Visa,Debit,0,1,15338.00,2007-02-01,2011,0,"Good (700-749)",35-44,0.0001
7475813,"2010-01-01 07:07:00",2010-01-01,2010,1,762,1080,45.18,0,42858,Edison,OH,43320,7538,,49,Male,0.00,0.00,0.00,683,1,Mastercard,Debit,0,1,13569.00,2006-02-01,2007,0,"Fair (650-699)",45-54,0.0033
7475814,"2010-01-01 07:07:00",2010-01-01,2010,1,1323,2980,2.33,0,20519,Roswell,NM,88201,5942,,36,Female,0.00,0.00,0.00,719,4,Visa,Debit,0,1,14074.00,2008-05-01,2009,0,"Good (700-749)",35-44,0.0002
